dummy[]	data[]
5503	0.07713
5504	-0.1037
5505	0.446
5506	-0.4028
5507	-0.734
5508	0.5539
5509	-0.0962
5510	-0.1511
5511	-0.5791
5512	-0.2365
5513	0.4341
5514	5.419E-4
5515	0.529
5516	0.2848
5517	0.5728
5518	0.01133
5519	0.06382
5520	0.2152
5521	-0.02917
5522	-0.09859
5523	-0.1341
5524	0.03722
5525	-0.07708
5526	0.09004
5527	0.5229
5528	0.1034
5529	-0.1106
5530	-0.1024
5531	0.9004
5532	-0.7348
5533	0.2763
5534	0.4914
5535	0.1504
5536	-0.4439
5537	0.1946
5538	0.9206
5539	-0.01573
5540	-0.387
5541	-0.001993
5542	-0.1234
5543	0.7272
5544	0.5819
5545	-0.4922
5546	-0.09641
5547	-0.07392
5548	0.1476
5549	0.3767
5550	0.0869
5551	0.3791
5552	-0.271
5553	0.4858
5554	-0.004284
5555	-0.4657
5556	-0.05051
5557	0.2207
5558	0.1731
5559	-0.1377
5560	0.7013
5561	0.438
5562	0.2639
5563	-0.2989
5564	-0.1199
5565	0.2443
5566	-0.7592
5567	-0.2719
5568	-0.5025
5569	-0.5702
5570	0.1749
5571	-0.5716
5572	0.03102
5573	-0.1022
5574	0.1464
5575	0.001344
5576	0.395
5577	0.3267
5578	0.2877
5579	0.0472
5580	-0.08238
5581	0.8781
5582	-0.4846
5583	0.06779
5584	0.4479
5585	-0.01181
5586	-0.2351
5587	0.3193
5588	0.3032
5589	0.1948
5590	0.2485
5591	0.5762
5592	0.4363
5593	-0.1244
5594	0.03641
5595	0.1003
5596	-0.6565
5597	0.2455
5598	-0.1851
5599	0.5452
5600	0.2206
5601	0.6065
5602	0.06012
5603	0.6624
5604	-0.139
5605	0.3969
5606	0.6525
5607	-0.1331
5608	-0.2016
5609	0.3217
5610	0.06674
5611	-0.5027
5612	-0.06288
5613	0.04521
5614	0.1299
5615	0.161
5616	0.6573
5617	0.1829
5618	0.3987
5619	-0.4227
5620	0.04216
5621	0.0162
5622	0.3054
5623	-0.3492
5624	-0.7003
5625	0.2578
5626	-0.07425
5627	0.03399
5628	0.05379
5629	0.4626
5630	-0.3136
5631	0.4733
5632	-0.4622
5633	0.5351
5634	0.4154
5635	0.06867
5636	0.4427
5637	-0.2154
5638	-0.7031
5639	0.5492
5640	-0.241
5641	0.1927
5642	-0.3075
5643	0.5014
5644	0.798
5645	-0.04824
5646	0.9375
5647	-0.0747
5648	0.6189
5649	-0.511
5650	0.09781
5651	-0.7551
5652	0.5201
5653	-0.2551
5654	-0.1151
5655	-0.1327
5656	-0.05631
5657	0.1809
5658	0.2842
5659	0.03235
5660	0.372
5661	0.5967
5662	0.5209
5663	0.2389
5664	0.03269
5665	-0.3734
5666	0.3434
5667	0.3457
5668	0.3718
5669	-0.3005
5670	-1.224
5671	0.309
5672	-0.7173
5673	-0.5406
5674	0.138
5675	-0.0596
5676	-0.378
5677	-0.1004
5678	0.428
5679	0.4424
5680	0.06593
5681	-0.1975
5682	0.5828
5683	-0.05492
5684	0.3532
5685	0.02635
5686	-0.07914
5687	-0.5194
5688	0.2221
5689	-0.1587
5690	0.136
5691	0.4221
5692	-0.414
5693	-0.03151
5694	-0.4656
5695	-0.4243
5696	0.03504
5697	0.41
5698	0.348
5699	0.2643
5700	0.3138
5701	-0.002263
5702	0.4014
5703	0.8255
5704	0.06888
5705	0.2526
5706	0.7252
5707	0.4986
5708	0.05375
5709	0.4519
5710	0.5867
5711	-0.3442
5712	0.2101
5713	0.2275
5714	0.111
5715	0.8787
5716	-0.205
5717	0.05882
5718	-0.1013
5719	0.08293
5720	-0.6054
5721	-0.7788
5722	-1.117
5723	0.4781
5724	-0.2766
5725	0.07028
5726	-0.3084
5727	0.8383
5728	0.2251
5729	-0.3942
5730	-0.1593
5731	0.03324
5732	0.1227
5733	-0.2581
5734	0.2298
5735	-0.6373
5736	0.02391
5737	-0.1974
5738	-0.4334
5739	0.2572
5740	0.07944
5741	-0.9592
5742	0.8553
5743	0.827
5744	0.2105
5745	-0.6317
5746	-0.1976
5747	-0.5634
5748	0.4201
5749	0.7004
5750	0.2096
5751	-0.2775
5752	0.8039
5753	0.5488
5754	0.01469
5755	0.1822
5756	0.1777
5757	0.2536
5758	-0.9517
5759	0.2304
5760	0.3511
5761	0.09902
5762	0.4241
5763	-0.07047
5764	-0.2023
5765	-0.8173
5766	-0.4833
5767	0.06578
5768	0.3119
5769	0.3967
5770	-0.4498
5771	-0.04267
5772	-0.2326
5773	-0.05611
5774	-0.3414
5775	-0.8298
5776	-0.2974
5777	0.3009
5778	-0.5119
5779	0.1862
5780	-0.4559
5781	-0.2253
5782	-0.6294
5783	0.566
5784	-0.7444
5785	0.166
5786	-0.5047
5787	0.6002
5788	0.2323
5789	0.3897
5790	-0.5603
5791	0.4288
5792	0.1414
5793	0.1646
5794	0.8511
5795	0.1017
5796	-0.05932
5797	-0.3733
5798	0.09636
5799	-0.1685
5800	0.2604
5801	-0.4063
5802	0.1679
5803	0.7965
5804	0.4952
5805	-0.1786
5806	0.1943
5807	-0.1076
5808	0.2074
5809	0.1948
5810	-0.5566
5811	0.0647
5812	0.0404
5813	0.2272
5814	-0.7633
5815	-1.184
5816	-0.1771
5817	0.1735
5818	0.305
5819	0.3918
5820	0.1774
5821	-0.4728
5822	0.1591
5823	0.06515
5824	0.2881
5825	0.1987
5826	-0.2579
5827	0.2103
5828	0.05934
5829	0.1318
5830	-0.2386
5831	-0.7368
5832	-0.02824
5833	0.0376
5834	-0.02943
5835	0.2834
5836	0.2489
5837	0.5672
5838	0.06993
5839	0.4418
5840	-0.5645
5841	-0.1367
5842	0.1076
5843	-0.3084
5844	-0.3203
5845	0.5072
5846	0.7998
5847	0.1201
5848	0.7699
5849	-0.3919
5850	0.6569
5851	0.4143
5852	-0.06347
5853	0.9472
5854	0.3205
5855	0.08016
5856	0.3733
5857	-0.2366
5858	0.3483
5859	0.2304
5860	0.1644
5861	0.0927
5862	0.1605
5863	0.03394
5864	0.5417
5865	0.1119
5866	-0.3125
5867	-0.3189
5868	0.1974
5869	1.025
5870	-0.2485
5871	0.686
5872	-0.4467
5873	-0.07051
5874	-0.08952
5875	0.3925
5876	0.2334
5877	0.1729
5878	-0.05637
5879	0.1174
5880	0.5016
5881	-0.296
5882	0.2589
5883	-0.1319
5884	0.4338
5885	0.152
5886	-0.05422
5887	0.2612
5888	-0.3281
5889	0.4
5890	0.7022
5891	-0.7573
5892	0.009869
5893	0.3038
5894	-0.4458
5895	0.1159
5896	-0.1765
5897	-0.1328
5898	0.09233
5899	-0.1616
5900	0.5308
5901	0.847
5902	0.8027
5903	0.7013
5904	0.1657
5905	0.5788
5906	0.1892
5907	0.7878
5908	0.5876
5909	-0.07377
5910	-0.3093
5911	0.401
5912	0.1774
5913	-0.2602
5914	0.1095
5915	0.1619
5916	-0.367
5917	0.06512
5918	0.1661
5919	0.01951
5920	-0.09804
5921	-0.05901
5922	-0.07429
5923	0.04445
5924	0.755
5925	-0.007968
5926	0.3395
5927	0.7843
5928	-0.1625
5929	-0.4332
5930	0.05078
5931	-0.4905
5932	0.2223
5933	-0.311
5934	0.7119
5935	0.226
5936	-0.2574
5937	0.05453
5938	0.05533
5939	-0.03624
5940	-0.9606
5941	0.08967
5942	-0.08778
5943	-0.8249
5944	0.0328
5945	-0.1204
5946	0.2608
5947	0.2633
5948	-0.09338
5949	-0.4187
5950	0.1588
5951	-0.414
5952	0.1109
5953	0.1198
5954	0.1429
5955	0.1198
5956	0.677
5957	0.2905
5958	0.8257
5959	-0.2625
5960	-0.9482
5961	0.3664
5962	0.6557
5963	0.1295
5964	0.9362
5965	0.04464
5966	-0.369
5967	-0.4397
5968	-0.003732
5969	0.8403
5970	-0.482
5971	-0.2263
5972	0.1477
5973	-0.06905
5974	-0.2296
5975	0.2722
5976	0.1581
5977	-0.4895
5978	-0.2475
5979	-0.4782
5980	0.2829
5981	-0.2383
5982	0.07508
5983	-0.2229
5984	0.4951
5985	-0.3452
5986	0.4764
5987	0.7056
5988	-0.1697
5989	0.683
5990	0.03752
5991	0.2889
5992	0.4417
5993	0.09196
5994	-0.7048
5995	-0.2
5996	-0.3922
5997	0.269
5998	-0.13
5999	-0.1316
6000	0.09924
6001	0.2974
6002	-0.8364
6003	-0.7057
6004	-0.02602
6005	0.323
6006	-0.06517
6007	0.3318
6008	-0.361
6009	-0.2094
6010	0.1868
6011	-0.4175
6012	0.4167
6013	-0.2527
6014	0.4912
6015	0.5119
6016	-0.7636
6017	0.6654
6018	-0.153
6019	-0.3927
6020	0.266
6021	0.5189
6022	-0.2198
6023	0.05114
6024	0.1565
6025	-0.1336
6026	0.1203
6027	-0.2504
6028	-0.1937
6029	-0.3307
6030	0.3091
6031	-0.3773
6032	0.1133
6033	0.1798
6034	-0.116
6035	0.4635
6036	0.1188
6037	0.04909
6038	-0.321
6039	0.3328
6040	0.2287
6041	0.4367
6042	0.2052
6043	0.1642
6044	0.1714
6045	0.4109
6046	-0.1313
6047	-0.1214
6048	0.3215
6049	0.3413
6050	-0.8395
6051	-0.1742
6052	-0.7348
6053	0.001098
6054	0.3176
6055	0.6029
6056	0.2113
6057	-0.3121
6058	0.3134
6059	0.1448
6060	-0.1992
6061	0.2306
6062	0.1103
6063	0.06466
6064	-0.1343
6065	0.2382
6066	-0.09661
6067	-0.001374
6068	0.2257
6069	-0.2494
6070	0.2029
6071	-0.5653
6072	-0.08688
6073	0.5427
6074	-0.04797
6075	0.2152
6076	0.5721
6077	0.144
6078	-0.326
6079	-0.2835
6080	-0.1917
6081	-0.3794
6082	0.2026
6083	-0.3101
6084	0.6855
6085	-0.499
6086	-0.5039
6087	0.78
6088	0.3238
6089	-0.3802
6090	0.3406
6091	0.6955
6092	0.58
6093	0.1368
6094	-0.2069
6095	0.7351
6096	-0.8317
6097	0.5313
6098	0.06269
6099	-0.149
6100	0.01414
6101	0.2899
6102	-0.07851
6103	-0.3473
6104	0.1639
6105	-0.9779
6106	-0.38
6107	0.151
6108	0.535
6109	0.2558
6110	0.06535
6111	0.6509
6112	-0.3755
6113	0.4169
6114	0.4561
6115	-0.3205
6116	0.4998
6117	0.3811
6118	-0.2233
6119	-0.304
6120	0.9143
6121	0.7345
6122	-0.1265
6123	0.5809
6124	0.3438
6125	0.171
6126	0.3086
6127	0.7924
6128	0.4578
6129	0.2393
6130	-0.03333
6131	-0.5401
6132	0.2896
6133	0.6079
6134	0.3357
6135	-0.2155
6136	0.2833
6137	0.5447
6138	0.1186
6139	-0.3089
6140	0.03469
6141	0.5131
6142	-0.2374
6143	-0.3911
6144	0.3023
6145	-0.2192
6146	-0.5275
6147	0.389
6148	0.5316
6149	0.5888
6150	-0.1626
6151	-0.06162
6152	0.6496
6153	0.01159
6154	0.2818
6155	-0.3068
6156	0.02361
6157	-0.3263
6158	0.6612
6159	-0.3915
6160	0.1654
6161	0.3511
6162	0.3057
6163	-0.3108
6164	-0.07546
6165	0.2248
6166	-0.1778
6167	0.9267
6168	0.1035
6169	0.4332
6170	-0.06352
6171	0.0975
6172	-0.3044
6173	-0.04962
6174	-0.7589
6175	0.1552
6176	-0.1543
6177	0.2053
6178	0.3438
6179	0.06151
6180	-0.4673
6181	-0.1311
6182	0.2745
6183	-0.3176
6184	-0.1508
6185	-0.4002
6186	0.05375
6187	0.1947
6188	-0.3787
6189	-0.1286
6190	-0.3487
6191	0.2322
6192	-0.5349
6193	-0.7106
6194	-0.5727
6195	-0.0643
6196	0.462
6197	-0.2285
6198	0.3895
6199	-0.0909
6200	-0.2858
6201	-0.4532
6202	0.5451
6203	-0.1576
6204	-0.3072
6205	0.02198
6206	0.1212
6207	0.1317
6208	0.04111
6209	0.1984
6210	-0.5535
6211	0.1099
6212	0.2535
6213	0.3384
6214	0.7379
6215	0.2073
6216	0.4131
6217	0.4378
6218	0.3321
6219	0.3458
6220	-0.05118
6221	0.1296
6222	-0.2358
6223	-0.7836
6224	0.04014
6225	-0.388
6226	-0.5769
6227	0.003823
6228	-0.3345
6229	-0.3957
6230	0.1686
6231	-0.1814
6232	0.3453
6233	0.9976
6234	0.3518
6235	-0.6356
6236	0.1102
6237	-0.01942
6238	0.1637
6239	-0.2147
6240	-0.1183
6241	0.6546
6242	0.1816
6243	-0.9967
6244	-0.2228
6245	0.2855
6246	-0.1706
6247	0.01981
6248	0.6697
6249	0.4914
6250	0.2171
6251	-0.06683
6252	0.1467
6253	0.1072
6254	-0.1944
6255	0.25
6256	-0.6361
6257	-0.05397
6258	-0.1357
6259	-0.009617
6260	0.3845
6261	-0.6427
6262	0.2989
6263	-0.7293
6264	-0.07683
6265	-0.06794
6266	0.5287
6267	-0.3417
6268	-0.1357
6269	0.3792
6270	0.1017
6271	0.05692
6272	-0.4
6273	0.6835
6274	0.4459
6275	-0.8033
6276	-0.0367
6277	0.3487
6278	0.3151
6279	-0.2412
6280	0.9013
6281	-0.3139
6282	-0.02823
6283	0.5629
6284	-0.6635
6285	0.7734
6286	-0.1473
6287	-0.07844
6288	-0.3243
6289	-0.3073
6290	0.6548
6291	0.2185
6292	-0.2501
6293	0.507
6294	-0.1103
6295	-0.9917
6296	0.8126
6297	0.6617
6298	0.1804
6299	-0.02692
6300	0.1987
6301	-0.3039
6302	0.5725
6303	-0.6647
6304	-0.5269
6305	-0.04761
6306	0.1992
6307	-0.773
6308	0.07928
6309	0.6446
6310	-0.05438
6311	0.174
6312	-0.2388
6313	-0.9206
6314	-0.0921
6315	-0.1376
6316	-0.4418
6317	-0.05926
6318	0.0493
6319	0.2079
6320	-0.01422
6321	-0.7489
6322	0.02993
6323	-0.4647
6324	-0.1347
6325	-0.3066
6326	-0.1663
6327	-0.132
6328	-0.3781
6329	0.2479
6330	-0.02589
6331	0.1555
6332	-0.2279
6333	0.4236
6334	-0.01545
6335	0.1877
6336	0.6412
6337	0.6082
6338	-0.1433
6339	0.2618
6340	0.04517
6341	-0.7633
6342	0.2639
6343	-0.3636
6344	-0.2365
6345	-0.0955
6346	-0.784
6347	-0.2195
6348	-0.01532
6349	-0.4145
6350	-0.09197
6351	-0.6031
6352	0.4175
6353	0.07915
6354	-0.2775
6355	0.9761
6356	-0.2689
6357	0.6243
6358	-0.4412
6359	-0.4933
6360	0.5458
6361	-0.2068
6362	0.5504
6363	-0.2116
6364	0.5069
6365	0.3202
6366	0.4494
6367	-0.3287
6368	0.2163
6369	0.7092
6370	0.1723
6371	0.09339
6372	-0.01813
6373	-0.5255
6374	-0.1391
6375	-0.06102
6376	-0.3987
6377	-0.07465
6378	-0.3335
6379	0.1118
6380	0.1241
6381	0.2595
6382	-0.7836
6383	0.5223
6384	-0.2109
6385	-0.07363
6386	-0.05962
6387	0.26
6388	0.1526
6389	0.3002
6390	-0.985
6391	-0.7129
6392	0.2463
6393	0.3395
6394	0.5294
6395	0.7869
6396	0.8238
6397	-0.009099
6398	-0.4019
6399	-0.1773
6400	0.05984
6401	0.1873
6402	0.4909
6403	-0.05541
6404	0.2521
6405	0.1825
6406	0.2901
6407	0.09381
6408	-0.2164
6409	0.05506
6410	-0.09464
6411	-0.3008
6412	0.3839
6413	-0.4
6414	0.1845
6415	0.0624
6416	0.1745
6417	0.04612
6418	-0.279
6419	-0.5319
6420	-0.2371
6421	-0.06244
6422	-0.2089
6423	0.1107
6424	0.9071
6425	0.08547
6426	0.08614
6427	0.06187
6428	-0.2903
6429	-0.5417
6430	0.7879
6431	0.4337
6432	-0.2794
6433	-0.1392
6434	-0.223
6435	0.02354
6436	-0.1939
6437	0.1041
6438	0.2536
6439	-0.02937
6440	0.113
6441	0.3827
6442	-0.1877
6443	0.4918
6444	0.6295
6445	-0.1299
6446	-0.1963
6447	0.0427
6448	0.1578
6449	-0.3572
6450	-0.2141
6451	-0.1279
6452	-0.1471
6453	-0.3267
6454	-0.01629
6455	-0.211
6456	0.2132
6457	-0.1931
6458	-0.1535
6459	0.3818
6460	-0.462
6461	0.229
6462	-0.2543
6463	-0.2021
6464	-0.2707
6465	-0.1526
6466	0.5486
6467	0.8829
6468	0.5439
6469	-0.025
6470	0.3354
6471	-0.2937
6472	0.4527
6473	0.5199
6474	0.3564
6475	0.3183
6476	-0.1591
6477	0.4613
6478	0.4126
6479	0.2545
6480	-0.328
6481	0.174
6482	0.6611
6483	-0.4151
6484	-0.3184
6485	0.4364
6486	0.5
6487	-0.3368
6488	0.1595
6489	-0.04567
6490	0.629
6491	-0.3779
6492	-0.2373
6493	-0.3738
6494	0.1857
6495	-0.3382
6496	0.5581
6497	-0.3149
6498	0.3302
6499	0.2536
6500	-0.4254
6501	-0.1712
6502	0.04197
6503	-0.1765
6504	-0.3119
6505	-0.465
6506	0.6571
6507	0.4519
6508	0.02843
6509	0.3205
6510	-0.1741
6511	0.01288
6512	-0.8864
6513	-0.1924
6514	-0.07574
6515	0.1922
6516	0.2561
6517	-0.5064
6518	0.2786
6519	0.5116
6520	0.04383
6521	-0.3697
6522	0.2738
6523	-0.333
6524	-0.4177
6525	-0.06479
6526	0.07062
6527	0.3236
6528	0.2485
6529	0.2901
6530	0.188
6531	-0.5313
6532	0.6908
6533	0.07934
6534	0.2393
6535	-0.07627
6536	-0.01556
6537	0.3916
6538	-0.2105
6539	0.1725
6540	0.3327
6541	-0.9445
6542	-0.1808
6543	0.3485
6544	-0.2826
6545	0.5608
6546	-0.1408
6547	-0.002878
6548	-0.2443
6549	-0.3522
6550	-0.756
6551	0.5599
6552	0.7688
6553	-0.3302
6554	-0.09651
6555	0.4216
6556	-0.1998
6557	0.07736
6558	-0.3746
6559	-0.1472
6560	0.1277
6561	0.01208
6562	0.0229
6563	0.1084
6564	0.3106
6565	0.3728
6566	-0.6937
6567	-0.03763
6568	-0.219
6569	0.01956
6570	0.07617
6571	-0.3594
6572	0.1934
6573	0.00476
6574	-0.5166
6575	0.3461
6576	-0.3782
6577	0.5921
6578	-0.2888
6579	-0.1071
6580	-0.4505
6581	0.3741
6582	-0.1084
6583	-0.159
6584	1.098
6585	0.04017
6586	-0.7739
6587	-0.2128
6588	0.6221
6589	0.1686
6590	0.1958
6591	-0.1179
6592	0.06351
6593	0.5046
6594	0.06441
6595	0.469
6596	0.2963
6597	0.2427
6598	0.03051
6599	0.7862
6600	0.7879
6601	0.2138
6602	0.5161
6603	0.0571
6604	-0.03619
6605	0.1896
6606	-0.2889
6607	0.1845
6608	-0.06818
6609	0.596
6610	0.3971
6611	-0.1559
6612	0.6693
6613	0.1449
6614	0.1348
6615	0.8489
6616	-0.4646
6617	0.04766
6618	0.08126
6619	-0.2602
6620	0.02777
6621	0.8153
6622	0.02944
6623	0.3096
6624	0.3898
6625	-0.266
6626	0.6417
6627	0.5377
6628	-0.3359
6629	0.2911
6630	-0.6766
6631	-0.4808
6632	0.4114
6633	-0.744
6634	0.3738
6635	0.1366
6636	-0.257
6637	-0.1338
6638	-0.4418
6639	0.4145
6640	0.8932
6641	0.4958
6642	-0.1131
6643	-0.5529
6644	-0.3528
6645	-0.1145
6646	0.4969
6647	0.5252
6648	-0.3429
6649	0.2879
6650	1.148
6651	0.07661
6652	0.7526
6653	0.3081
6654	-0.2148
6655	-0.3786
6656	-0.2521
6657	-0.3573
6658	0.1875
6659	-0.2097
6660	0.03768
6661	-0.1725
6662	-0.2373
6663	0.08139
6664	-0.07998
6665	0.1021
6666	-0.6319
6667	0.4098
6668	0.003036
6669	-0.07513
6670	0.6157
6671	-0.02818
6672	-0.3194
6673	0.1404
6674	0.8265
6675	0.2666
6676	0.1047
6677	-0.07735
6678	0.6937
6679	-0.31
6680	-0.3402
6681	0.02875
6682	-0.232
6683	0.02889
6684	-0.2393
6685	0.251
6686	0.4968
6687	0.04571
6688	0.3007
6689	0.3564
6690	-0.02012
6691	-0.5571
6692	0.2742
6693	0.3515
6694	-0.63
6695	0.4325
6696	-0.348
6697	-0.02814
6698	0.173
6699	-0.2415
6700	0.07443
6701	0.06732
6702	-0.3564
6703	-0.5535
6704	0.5591
6705	0.6596
6706	0.02317
6707	-0.5608
6708	-0.2806
6709	0.2745
6710	0.2134
6711	-0.4376
6712	0.1059
6713	-0.4718
6714	0.1341
6715	-0.401
6716	-0.2834
6717	0.3755
6718	0.01178
6719	-0.09811
6720	0.3685
6721	-0.02991
6722	0.677
6723	0.1485
6724	0.2855
6725	-0.09888
6726	0.3406
6727	0.7245
6728	0.4728
6729	0.5316
6730	-0.5276
6731	-0.3148
6732	-0.1072
6733	-0.1834
6734	0.6868
6735	0.2928
6736	0.1742
6737	0.2483
6738	-0.7484
6739	0.2161
6740	0.3382
6741	0.07081
6742	0.04168
6743	0.2126
6744	-0.3997
6745	0.3784
6746	-0.09012
6747	0.4605
6748	0.04698
6749	0.638
6750	-0.6435
6751	-0.04258
6752	0.3077
6753	0.6782
6754	0.0992
6755	0.3993
6756	0.3315
6757	0.1287
6758	-0.2038
6759	0.4802
6760	-1.118
6761	-0.7424
6762	-0.01832
6763	-0.2832
6764	0.1382
6765	0.392
6766	-0.1193
6767	-0.1823
6768	0.4505
6769	0.2462
6770	0.3773
6771	-0.7257
6772	0.109
6773	-0.5292
6774	0.9489
6775	0.5085
6776	-0.4487
6777	-0.02478
6778	-0.04069
6779	1.253
6780	0.1152
6781	0.487
6782	-0.07554
6783	0.1318
6784	-0.0511
6785	0.2479
6786	0.135
6787	0.5182
6788	0.05754
6789	0.02205
6790	0.2213
6791	0.6865
6792	0.3932
6793	0.1828
6794	0.8728
6795	0.03387
6796	-0.4201
6797	0.2754
6798	0.5565
6799	0.4791
6800	-0.01192
6801	0.4362
6802	0.1413
6803	-0.2125
6804	-0.6518
6805	-0.3196
6806	-0.1024
6807	-0.1828
6808	0.2013
6809	0.3659
6810	0.4665
6811	-0.06945
6812	0.2686
6813	-0.2736
6814	-0.07083
6815	-0.1989
6816	0.3931
6817	-0.01904
6818	-0.07333
6819	0.1753
6820	-0.3047
6821	-0.2869
6822	0.07537
6823	0.2224
6824	0.1944
6825	-0.08906
6826	0.6129
6827	0.5604
6828	0.3336
6829	0.184
6830	0.4426
6831	-0.5748
6832	0.02098
6833	-0.1301
6834	-0.3476
6835	0.3437
6836	-0.002647
6837	-0.5944
6838	0.8063
6839	0.8348
6840	0.044
6841	0.2367
6842	0.2068
6843	0.4517
6844	0.08921
6845	-0.4961
6846	0.5913
6847	-0.666
6848	0.2031
6849	0.8757
6850	0.1885
6851	1.188
6852	-0.1608
6853	0.4527
6854	0.1256
6855	0.1429
6856	-0.06979
6857	0.3044
6858	0.6611
6859	-0.123
6860	-0.2021
6861	0.5919
6862	-0.8106
6863	-0.1523
6864	-0.356
6865	0.3766
6866	0.5326
6867	-0.3931
6868	-0.2974
6869	0.2956
6870	-0.5168
6871	-0.01829
6872	0.1923
6873	0.5691
6874	0.2669
6875	0.4576
6876	0.1609
6877	0.09289
6878	0.5253
6879	0.3044
6880	0.126
6881	0.3231
6882	-0.2206
6883	-0.3498
6884	0.04662
6885	0.6281
6886	-0.2603
6887	-0.4682
6888	0.218
6889	0.4514
6890	0.5223
6891	-0.1076
6892	0.4746
6893	0.2326
6894	-0.486
6895	-0.2224
6896	0.789
6897	-0.6649
6898	0.5766
6899	-0.1389
6900	0.2878
6901	0.3767
6902	0.3317
6903	-0.543
6904	-0.01506
6905	-0.7904
6906	0.2024
6907	-0.04667
6908	0.7907
6909	0.6861
6910	0.08416
6911	1.099
6912	0.579
6913	0.001479
6914	0.0982
6915	-0.3826
6916	-0.6205
6917	-0.05991
6918	0.7436
6919	0.5715
6920	-0.04122
6921	0.2029
6922	0.5362
6923	0.4937
6924	-0.2438
6925	-0.1106
6926	-0.3085
6927	-0.6507
6928	-0.02966
6929	0.2198
6930	0.8853
6931	-0.573
6932	-0.7642
6933	-0.08355
6934	-0.5399
6935	-0.6363
6936	0.1579
6937	-0.2285
6938	0.05527
6939	0.02099
6940	-0.6149
6941	0.4247
6942	0.1491
6943	0.3824
6944	0.5276
6945	-0.8244
6946	0.1107
6947	0.02738
6948	-0.08702
6949	-0.02343
6950	0.2834
6951	0.2721
6952	0.7029
6953	-0.1758
6954	0.5587
6955	0.7413
6956	0.162
6957	-0.3156
6958	-0.3446
6959	0.08275
6960	0.04703
6961	0.2409
6962	0.08377
6963	0.08422
6964	0.4035
6965	0.323
6966	0.4004
6967	-0.3014
6968	0.03358
6969	0.6222
6970	0.6654
6971	-0.2753
6972	0.2134
6973	-0.08346
6974	-0.1597
6975	-0.3178
6976	0.2102
6977	0.5097
6978	0.06074
6979	-0.5937
6980	0.1654
6981	0.2136
6982	-0.08637
6983	0.2854
6984	-0.05137
6985	0.463
6986	-0.3636
6987	0.6028
6988	0.4707
6989	0.01621
6990	0.4429
6991	-0.175
6992	0.1771
6993	-0.02681
6994	0.2373
6995	0.7075
6996	-0.2205
6997	0.2658
6998	-0.3576
6999	-0.3787
7000	-0.445
7001	0.04642
7002	0.1609
7003	0.1656
7004	-0.3553
7005	-0.7613
7006	-0.4418
7007	4.101E-5
7008	-0.4651
7009	-0.3112
7010	0.4387
7011	0.4369
7012	-0.4621
7013	0.381
7014	-0.2153
7015	-0.2185
7016	-0.01041
7017	0.1663
7018	-0.225
7019	0.2475
7020	-0.4169
7021	-0.1701
7022	0.252
7023	0.3729
7024	0.1016
7025	-0.2589
7026	0.2233
7027	0.2358
7028	-0.08575
7029	0.1123
7030	0.2596
7031	-0.6852
7032	0.03077
7033	-0.06181
7034	-0.4603
7035	-0.4566
7036	0.08773
7037	0.1407
7038	-0.2461
7039	0.6495
7040	0.8804
7041	-0.2341
7042	0.08633
7043	0.07154
7044	-0.2457
7045	0.02316
7046	-0.2538
7047	0.145
7048	-0.09869
7049	-0.5703
7050	-0.558
7051	-0.2173
7052	-0.2594
7053	0.5773
7054	-0.2635
7055	-0.2864
7056	0.7352
7057	-0.2824
7058	0.4494
7059	0.0486
7060	-0.3062
7061	-0.5583
7062	-0.2552
7063	0.05895
7064	0.6453
7065	0.5437
7066	-0.5646
7067	-0.3342
7068	0.6208
7069	0.1231
7070	0.1973
7071	-0.1512
7072	0.06204
7073	-0.4726
7074	-0.1609
7075	0.4044
7076	0.8815
7077	-0.1662
7078	0.3446
7079	-0.6004
7080	0.1476
7081	-0.1007
7082	-0.2856
7083	0.3986
7084	0.01877
7085	0.1334
7086	0.2504
7087	0.6538
7088	-0.4197
7089	0.02402
7090	0.1814
7091	-0.03175
7092	0.201
7093	-0.4597
7094	0.3586
7095	-0.2752
7096	-0.07975
7097	-0.7012
7098	0.2287
7099	-0.1698
7100	-0.2956
7101	0.7644
7102	0.2452
7103	0.299
7104	-0.03077
7105	0.6073
7106	0.4276
7107	-0.7433
7108	0.9119
7109	-0.1056
7110	0.2185
7111	0.3414
7112	-0.4408
7113	0.005627
7114	0.07567
7115	-0.2893
7116	-0.03644
7117	-0.6806
7118	0.4057
7119	-0.1352
7120	0.2366
7121	-0.6499
7122	0.5586
7123	0.1088
7124	-0.2412
7125	0.1006
7126	0.4692
7127	0.385
7128	0.1231
7129	-1.073
7130	-0.6218
7131	-0.203
7132	-0.4404
7133	-0.2431
7134	-0.1202
7135	0.4744
7136	-0.1476
7137	-0.6007
7138	0.00372
7139	-0.09961
7140	0.02467
7141	-0.9072
7142	-0.06012
7143	0.2064
7144	-0.8709
7145	-0.5787
7146	-0.4836
7147	-0.1404
7148	-0.5626
7149	0.4767
7150	0.1774
7151	-0.01437
7152	0.282
7153	0.1552
7154	0.02159
7155	-0.2333
7156	-0.9777
7157	0.5628
7158	0.5798
7159	-0.3097
7160	0.1162
7161	-0.606
7162	-0.07085
7163	0.07703
7164	0.3327
7165	0.4893
7166	0.07716
7167	-0.5008
7168	0.03556
7169	0.7898
7170	0.4626
7171	0.2666
7172	0.1772
7173	-0.03705
7174	-0.1033
7175	-0.05527
7176	0.3042
7177	0.8309
